"name_1006","GO_IDs","Proteins","NumProteins_F4","ONTOLOGY"
"regulation of intracellular pH","GO:0051453","B3AT",1,"BP"
"regulation of leukocyte migration","GO:0002685","ANXA1",1,"BP"
"regulation of lipid metabolic process","GO:0019216","H2AY",1,"BP"
"regulation of lipopolysaccharide-mediated signaling pathway","GO:0031664","CD36",1,"BP"
"regulation of mRNA stability","GO:0043488","VIME",1,"BP"
"regulation of membrane repolarization during action potential","GO:0098903","CAV1",1,"BP"
"regulation of muscle contraction","GO:0006937","ANXA6",1,"BP"
"regulation of nervous system development","GO:0051960","RTN4",1,"BP"
"regulation of neurogenesis","GO:0050767","ANXA2",1,"BP"
"regulation of oxidative phosphorylation","GO:0002082","H2AY",1,"BP"
"regulation of potassium ion transmembrane transport","GO:1901379","CD63",1,"BP"
"regulation of programmed cell death","GO:0043067","CRYAB",1,"BP"
"regulation of protein localization to chromatin","GO:1905634","TERA",1,"BP"
"regulation of protein phosphorylation","GO:0001932","FINC",1,"BP"
"regulation of protein-containing complex assembly","GO:0043254","CD36",1,"BP"
"regulation of removal of superoxide radicals","GO:2000121","CD36",1,"BP"
"regulation of response to oxidative stress","GO:1902882","H2AY",1,"BP"
"regulation of ruffle assembly","GO:1900027","CAV1",1,"BP"
"regulation of smooth muscle contraction","GO:0006940","CAV1",1,"BP"
"regulation of the force of heart contraction","GO:0002026","CAV1",1,"BP"
"regulation of the force of heart contraction by chemical signal","GO:0003057","CAV1",1,"BP"
"regulation of toll-like receptor 4 signaling pathway","GO:0034143","CAV1",1,"BP"
"regulation of toll-like receptor signaling pathway","GO:0034121","CD36",1,"BP"
"regulation of vascular endothelial growth factor signaling pathway","GO:1900746","CD63",1,"BP"
"regulation of vascular permeability","GO:0043114","CAP7",1,"BP"
"regulation of ventricular cardiac muscle cell action potential","GO:0098911","CAV1",1,"BP"
"removal of superoxide radicals","GO:0019430","PERM",1,"BP"
"renal absorption","GO:0070293","HBB",1,"BP"
"replication fork","GO:0005657","H2AX",1,"CC"
"respiratory system process","GO:0003016","CO6A1",1,"BP"
"response to L-ascorbic acid","GO:0033591","CATA",1,"BP"
"response to amitrole","GO:0072722","CATA",1,"BP"
"response to bleomycin","GO:1904975","CO6A1",1,"BP"
"response to cadmium ion","GO:0046686","CATA",1,"BP"
"response to caloric restriction","GO:0061771","FAS",1,"BP"
"response to decreased oxygen levels","GO:0036293","CO6A1",1,"BP"
"response to estrogen","GO:0043627","CAV1",1,"BP"
"response to food","GO:0032094","PERM",1,"BP"
"response to gold nanoparticle","GO:1990268","PERM",1,"BP"
"response to heat","GO:0009408","CRYAB",1,"BP"
"response to hyperoxia","GO:0055093","CATA",1,"BP"
"response to inactivity","GO:0014854","CATA",1,"BP"
"response to increased oxygen levels","GO:0036296","B3AT",1,"BP"
"response to ionizing radiation","GO:0010212","H2AX",1,"BP"
"response to ischemia","GO:0002931","CAV1",1,"BP"
"response to lead ion","GO:0010288","CATA",1,"BP"
"response to light intensity","GO:0009642","CATA",1,"BP"
"response to linoleic acid","GO:0070543","CD36",1,"BP"
"response to oleic acid","GO:0034201","ACSL1",1,"BP"
"response to ozone","GO:0010193","CATA",1,"BP"
"response to pain","GO:0048265","CO6A1",1,"BP"
"response to peptide","GO:1901652","CO6A1",1,"BP"
"response to phenylpropanoid","GO:0080184","CATA",1,"BP"
"response to polyamine macromolecule","GO:1904583","CO6A1",1,"BP"
"response to progesterone","GO:0032570","CAV1",1,"BP"
"response to stilbenoid","GO:0035634","CD36",1,"BP"
"response to vitamin A","GO:0033189","CATA",1,"BP"
"response to vitamin E","GO:0033197","CATA",1,"BP"
"retinal cone cell development","GO:0046549","THY1",1,"BP"
"retinoid metabolic process","GO:0001523","ADH1B",1,"BP"
"retrograde protein transport, ER to cytosol","GO:0030970","TERA",1,"BP"
"rough endoplasmic reticulum lumen","GO:0048237","VTNC",1,"CC"
"sarcomere","GO:0030017","PSA6",1,"CC"
"scaffold protein binding","GO:0097110","VIME",1,"MF"
"sensory perception of mechanical stimulus","GO:0050954","CO6A1",1,"BP"
"sensory perception of taste","GO:0050909","CD36",1,"BP"
"sex chromatin","GO:0001739","H2AY",1,"CC"
"short-chain fatty acid transmembrane transporter activity","GO:0015636","CD36",1,"MF"
"short-chain fatty acid transport","GO:0015912","CD36",1,"BP"
"side of membrane","GO:0098552","THY1",1,"CC"
"signaling receptor activity","GO:0038023","K2C1",1,"MF"
"signaling receptor complex adaptor activity","GO:0030159","GBB4",1,"MF"
"skeletal muscle fiber development","GO:0048741","CO6A1",1,"BP"
"skeletal muscle fiber differentiation","GO:0098528","CO6A1",1,"BP"
"skeletal muscle organ development","GO:0060538","CO6A1",1,"BP"
"skeletal muscle tissue growth","GO:0048630","CO6A1",1,"BP"
"skeletal muscle tissue regeneration","GO:0043403","CO6A1",1,"BP"
"skeletal system development","GO:0001501","CSPG2",1,"BP"
"smooth muscle cell-matrix adhesion","GO:0061302","VTNC",1,"BP"
"smoothened signaling pathway","GO:0007224","PGBM",1,"BP"
"solute:inorganic anion antiporter activity","GO:0005452","B3AT",1,"MF"
"specific granule","GO:0042581","TRFL",1,"CC"
"specific granule membrane","GO:0035579","CD36",1,"CC"
"spermatid development","GO:0007286","H33",1,"BP"
"spindle","GO:0005819","KATL2",1,"CC"
"spindle assembly","GO:0051225","TBB5",1,"BP"
"spindle pole","GO:0000922","KATL2",1,"CC"
"stem cell differentiation","GO:0048863","A2MG",1,"BP"
"stereocilium membrane","GO:0060171","MYO1C",1,"CC"
"steroid metabolic process","GO:0008202","APOF",1,"BP"
"stress granule disassembly","GO:0035617","TERA",1,"BP"
"stress-activated MAPK cascade","GO:0051403","CRYAB",1,"BP"
"structural constituent of ribosome","GO:0003735","RS27A",1,"MF"
"substantia nigra development","GO:0021762","GBB4",1,"BP"
"subtelomeric heterochromatin formation","GO:0031509","H33",1,"BP"
"symbiont-containing vacuole","GO:0020003","VTNC",1,"CC"
"synaptic membrane","GO:0097060","CRYAB",1,"CC"
"system development","GO:0048731","CSPG2",1,"BP"
"tissue remodeling","GO:0048771","CO6A1",1,"BP"
"toll-like receptor 4 signaling pathway","GO:0034142","CAV1",1,"BP"
"transcription cis-regulatory region binding","GO:0000976","H2AY",1,"MF"
"transcription corepressor activity","GO:0003714","ELNE",1,"MF"
"transcription initiation-coupled chromatin remodeling","GO:0045815","H2AY",1,"BP"
"transcription repressor complex","GO:0017053","ELNE",1,"CC"
"transforming growth factor beta binding","GO:0050431","CD36",1,"MF"
"translation","GO:0006412","RS27A",1,"BP"
"translesion synthesis","GO:0019985","TERA",1,"BP"
"transmembrane transport","GO:0055085","B3AT",1,"BP"
"transmembrane transporter binding","GO:0044325","CAV1",1,"MF"
"transmission of nerve impulse","GO:0019226","CO6A1",1,"BP"
"tricarboxylic acid cycle","GO:0006099","CO6A1",1,"BP"
"triglyceride biosynthetic process","GO:0019432","ACSL1",1,"BP"
"triglyceride transport","GO:0034197","CD36",1,"BP"
"tubulin complex assembly","GO:0007021","CRYAB",1,"BP"
"tumor necrosis factor binding","GO:0043120","A2MG",1,"MF"
"ubiquitin-like protein ligase binding","GO:0044389","TERA",1,"MF"
"ubiquitin-modified protein reader activity","GO:0140036","TERA",1,"MF"
"ubiquitin-specific protease binding","GO:1990381","TERA",1,"MF"
"unconventional myosin complex","GO:0016461","MYO1C",1,"CC"
"unfolded protein binding","GO:0051082","CRYAB",1,"MF"
"ureteric bud development","GO:0001657","CATA",1,"BP"
"uterus development","GO:0060065","CO6A1",1,"BP"
"vascular endothelial growth factor signaling pathway","GO:0038084","MYO1C",1,"BP"
"vasculogenesis","GO:0001570","CAV1",1,"BP"
"vasoconstriction","GO:0042310","CAV1",1,"BP"
"very long-chain fatty acid metabolic process","GO:0000038","ACSL1",1,"BP"
"vesicle budding from membrane","GO:0006900","ANXA2",1,"BP"
"vesicle organization","GO:0016050","CAV1",1,"BP"
"vesicle transport along actin filament","GO:0030050","MYO1C",1,"BP"
"viral genome replication","GO:0019079","TERA",1,"BP"
"wound healing","GO:0042060","FINC",1,"BP"
"xenobiotic catabolic process","GO:0042178","ACSL1",1,"BP"
"xenobiotic metabolic process","GO:0006805","HYEP",1,"BP"
"zymogen activation","GO:0031638","HPT",1,"BP"
