"name_1006","GO_IDs","Proteins","NumProteins_F0","ONTOLOGY"
"regulation of smooth muscle contraction","GO:0006940","CAV1",1,"BP"
"regulation of the force of heart contraction","GO:0002026","CAV1",1,"BP"
"regulation of the force of heart contraction by chemical signal","GO:0003057","CAV1",1,"BP"
"regulation of toll-like receptor 4 signaling pathway","GO:0034143","CAV1",1,"BP"
"regulation of ventricular cardiac muscle cell action potential","GO:0098911","CAV1",1,"BP"
"removal of superoxide radicals","GO:0019430","PERM",1,"BP"
"renal absorption","GO:0070293","HBB",1,"BP"
"replication fork","GO:0005657","H2AX",1,"CC"
"respiratory system process","GO:0003016","CO6A1",1,"BP"
"response to L-ascorbic acid","GO:0033591","CATA",1,"BP"
"response to amine","GO:0014075","ASSY",1,"BP"
"response to amino acid","GO:0043200","ASSY",1,"BP"
"response to amitrole","GO:0072722","CATA",1,"BP"
"response to bacterium","GO:0009617","CAV1",1,"BP"
"response to bleomycin","GO:1904975","CO6A1",1,"BP"
"response to cadmium ion","GO:0046686","CATA",1,"BP"
"response to caloric restriction","GO:0061771","FAS",1,"BP"
"response to decreased oxygen levels","GO:0036293","CO6A1",1,"BP"
"response to estrogen","GO:0043627","CAV1",1,"BP"
"response to food","GO:0032094","PERM",1,"BP"
"response to glucocorticoid","GO:0051384","ASSY",1,"BP"
"response to gold nanoparticle","GO:1990268","PERM",1,"BP"
"response to growth hormone","GO:0060416","ASSY",1,"BP"
"response to heat","GO:0009408","CRYAB",1,"BP"
"response to hyperoxia","GO:0055093","CATA",1,"BP"
"response to inactivity","GO:0014854","CATA",1,"BP"
"response to ionizing radiation","GO:0010212","H2AX",1,"BP"
"response to ischemia","GO:0002931","CAV1",1,"BP"
"response to lead ion","GO:0010288","CATA",1,"BP"
"response to light intensity","GO:0009642","CATA",1,"BP"
"response to lipid","GO:0033993","CO6A1",1,"BP"
"response to oleic acid","GO:0034201","ACSL1",1,"BP"
"response to ozone","GO:0010193","CATA",1,"BP"
"response to pain","GO:0048265","CO6A1",1,"BP"
"response to peptide","GO:1901652","CO6A1",1,"BP"
"response to peptide hormone","GO:0043434","ASSY",1,"BP"
"response to phenylpropanoid","GO:0080184","CATA",1,"BP"
"response to polyamine macromolecule","GO:1904583","CO6A1",1,"BP"
"response to progesterone","GO:0032570","CAV1",1,"BP"
"response to virus","GO:0009615","PSA2",1,"BP"
"response to vitamin A","GO:0033189","CATA",1,"BP"
"response to vitamin E","GO:0033197","CATA",1,"BP"
"response to yeast","GO:0001878","PERM",1,"BP"
"response to zinc ion","GO:0010043","ASSY",1,"BP"
"retina development in camera-type eye","GO:0060041","LAMB2",1,"BP"
"retinoid metabolic process","GO:0001523","ADH1B",1,"BP"
"retinyl-palmitate esterase activity","GO:0050253","LIPS",1,"MF"
"retrograde protein transport, ER to cytosol","GO:0030970","TERA",1,"BP"
"retrograde transport, endosome to Golgi","GO:0042147","CLH1",1,"BP"
"reverse cholesterol transport","GO:0043691","APOA1",1,"BP"
"sarcomere","GO:0030017","PSA6",1,"CC"
"scavenger receptor activity","GO:0005044","LG3BP",1,"MF"
"secretory IgA immunoglobulin complex","GO:0071751","IGHA1",1,"CC"
"secretory dimeric IgA immunoglobulin complex","GO:0071752","IGHA1",1,"CC"
"sensory perception of mechanical stimulus","GO:0050954","CO6A1",1,"BP"
"serine-type peptidase activity","GO:0008236","TRFL",1,"MF"
"sex chromatin","GO:0001739","H2AY",1,"CC"
"signaling receptor activity","GO:0038023","K2C1",1,"MF"
"signaling receptor complex adaptor activity","GO:0030159","GBB4",1,"MF"
"single-stranded DNA binding","GO:0003697","IGHM",1,"MF"
"skeletal muscle fiber development","GO:0048741","CO6A1",1,"BP"
"skeletal muscle fiber differentiation","GO:0098528","CO6A1",1,"BP"
"skeletal muscle organ development","GO:0060538","CO6A1",1,"BP"
"skeletal muscle tissue growth","GO:0048630","CO6A1",1,"BP"
"skeletal muscle tissue regeneration","GO:0043403","CO6A1",1,"BP"
"skeletal system development","GO:0001501","CSPG2",1,"BP"
"skin development","GO:0043588","CO6A1",1,"BP"
"smoothened signaling pathway","GO:0007224","PGBM",1,"BP"
"specific granule","GO:0042581","TRFL",1,"CC"
"sperm fibrous sheath","GO:0035686","LDHA",1,"CC"
"spermatid development","GO:0007286","H33",1,"BP"
"spherical high-density lipoprotein particle","GO:0034366","APOA1",1,"CC"
"spindle assembly","GO:0051225","TBB5",1,"BP"
"spindle pole","GO:0000922","KATL2",1,"CC"
"stem cell differentiation","GO:0048863","A2MG",1,"BP"
"stereocilium membrane","GO:0060171","MYO1C",1,"CC"
"sterol ester esterase activity","GO:0004771","LIPS",1,"MF"
"stress granule disassembly","GO:0035617","TERA",1,"BP"
"stress-activated MAPK cascade","GO:0051403","CRYAB",1,"BP"
"structural constituent of ribosome","GO:0003735","RS27A",1,"MF"
"structural constituent of synapse-associated extracellular matrix","GO:0150043","LAMB2",1,"MF"
"subtelomeric heterochromatin formation","GO:0031509","H33",1,"BP"
"synapse organization","GO:0050808","LAMB2",1,"BP"
"synaptic cleft","GO:0043083","LAMB2",1,"CC"
"synaptic membrane","GO:0097060","CRYAB",1,"CC"
"system development","GO:0048731","CSPG2",1,"BP"
"tissue remodeling","GO:0048771","CO6A1",1,"BP"
"toll-like receptor 4 signaling pathway","GO:0034142","CAV1",1,"BP"
"trans-Golgi network","GO:0005802","CLH1",1,"CC"
"transcription cis-regulatory region binding","GO:0000976","H2AY",1,"MF"
"transcription initiation-coupled chromatin remodeling","GO:0045815","H2AY",1,"BP"
"transferrin transport","GO:0033572","CLH1",1,"BP"
"translation elongation factor activity","GO:0003746","EF1A2",1,"MF"
"translation factor activity, RNA binding","GO:0008135","EF1A2",1,"MF"
"translational elongation","GO:0006414","EF1A2",1,"BP"
"translesion synthesis","GO:0019985","TERA",1,"BP"
"transmembrane transporter binding","GO:0044325","CAV1",1,"MF"
"transmission of nerve impulse","GO:0019226","CO6A1",1,"BP"
"triacylglycerol lipase activity","GO:0004806","LIPS",1,"MF"
"triglyceride biosynthetic process","GO:0019432","ACSL1",1,"BP"
"triglyceride catabolic process","GO:0019433","LIPS",1,"BP"
"triglyceride homeostasis","GO:0070328","APOA1",1,"BP"
"tubulin complex assembly","GO:0007021","CRYAB",1,"BP"
"tumor necrosis factor binding","GO:0043120","A2MG",1,"MF"
"tumor necrosis factor-mediated signaling pathway","GO:0033209","K1C18",1,"BP"
"tyrosine biosynthetic process","GO:0006571","PH4H",1,"BP"
"tyrosine biosynthetic process, by oxidation of phenylalanine","GO:0019293","PH4H",1,"BP"
"ubiquitin-like protein ligase binding","GO:0044389","TERA",1,"MF"
"ubiquitin-modified protein reader activity","GO:0140036","TERA",1,"MF"
"unconventional myosin complex","GO:0016461","MYO1C",1,"CC"
"unfolded protein binding","GO:0051082","CRYAB",1,"MF"
"urea cycle","GO:0000050","ASSY",1,"BP"
"ureteric bud development","GO:0001657","CATA",1,"BP"
"uterus development","GO:0060065","CO6A1",1,"BP"
"vascular endothelial growth factor signaling pathway","GO:0038084","MYO1C",1,"BP"
"vasculogenesis","GO:0001570","CAV1",1,"BP"
"vasoconstriction","GO:0042310","CAV1",1,"BP"
"very long-chain fatty acid metabolic process","GO:0000038","ACSL1",1,"BP"
"very-low-density lipoprotein particle","GO:0034361","APOA1",1,"CC"
"vesicle budding from membrane","GO:0006900","ANXA2",1,"BP"
"vesicle organization","GO:0016050","CAV1",1,"BP"
"vesicle transport along actin filament","GO:0030050","MYO1C",1,"BP"
"viral genome replication","GO:0019079","TERA",1,"BP"
"visual perception","GO:0007601","LAMB2",1,"BP"
"vitamin transport","GO:0051180","APOA1",1,"BP"
"wound healing","GO:0042060","FINC",1,"BP"
"xenobiotic catabolic process","GO:0042178","ACSL1",1,"BP"
"xenobiotic metabolic process","GO:0006805","HYEP",1,"BP"
"zymogen activation","GO:0031638","HPT",1,"BP"
